Original,Translation,she,he/she,he or she,he,,Original,she,he/she,he or she,he,% he
"As a software engineer, she plans.","As a software engineer, he/she designs.",0,1,0,0,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he plans.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he plans.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he/she plans.",0,1,0,0,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she plans.","As a software engineer, he designs.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online instructions.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online instructions.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online instructions.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online instructions.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online instructions.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he/she produces online help.",0,1,0,0,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online help.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he or she produces online manuals.",0,0,1,0,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online help.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online help.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online instructions.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online help.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online instructions.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online instructions.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online instructions.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online help.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online instructions.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online help.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he/she produces online help.",0,1,0,0,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online help.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online help.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online help.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online instructions.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online help.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online instructions.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online help.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online help.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online instructions.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online help.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online instructions.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online help.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online help.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he/she produces online manuals.",0,1,0,0,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online help.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online instructions.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online help.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online help.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online help.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online instructions.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online help.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online help.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online help.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he/she produces online help.",0,1,0,0,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he/she produces online manuals.",0,1,0,0,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he/she produces online instructions.",0,1,0,0,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, produce online help.",0,0,0,0,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online help.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online help.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online instructions.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he/she produces online help.",0,1,0,0,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he/she produces online manuals.",0,1,0,0,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online help.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online manuals.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online instructions.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online instructions.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he/she produces online help.",0,1,0,0,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online instructions.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online help.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online instructions.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he or she produces online tutorials.",0,0,1,0,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online manuals.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online instructions.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online help.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online instructions.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online help.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online instructions.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online help.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online help.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online help.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online instructions.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online instructions.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online help.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online help.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online help.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online instructions.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online instructions.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online help.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online help.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online instructions.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online manuals.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online help.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online instructions.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, produce online instructions.",0,0,0,0,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online instructions.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online instructions.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online help.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online help.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online instructions.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online instructions.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online instructions.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online instructions.",0,0,0,1,,,,,,,
"As a software engineer, she produces on-line help.","As a software engineer, he produces online help.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he/she produces tutorials.",0,1,0,0,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, produce tutorials.",0,0,0,0,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, produce tutorials.",0,0,0,0,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces educational software.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, they produce tutorials.",0,0,0,0,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces tutorials.","As a software engineer, he produces tutorials.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, you produce user documentation.",0,0,0,0,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, you will produce user documentation.",0,0,0,0,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
"As a software engineer, she produces user documentation.","As a software engineer, he produces user documentation.",0,0,0,1,,,,,,,
